Run!	Loop!
We have to look after our parents.	Wi mööt uns üm uns Öllern kümmern.
We lost sight of her in the crowd.	Wi hebbt ehr in de Minschenmeng ut de Ogen verloren.
What's your favorite kind of fish?	Wat is dien leevste Soort Fisch?
What's your favorite winter sport?	Wat is dien leevst Wintersport?
When water freezes it becomes ice.	Wenn Water freert, warrt dat Ies.
When will your new novel come out?	Wannehr kummt dien ne’en Romaan rut?
Where did you get those old coins?	Wo hest du disse olen Münten her?
Who was the telephone invented by?	’Keen hett dat Telefoon utfunnen?
Would you like something to drink?	Wullt du wat drinken?
You must learn from your mistakes.	Du musst ut dien Fehlers lehren.
You need to stop acting so stupid.	Du musst ophören, di so dumm to beren.
You should have warned him sooner.	Du schusst em ehrder wohrschaut hebben.
You've drunk three cups of coffee.	Du hest dree Tassen Kaffe drunken.
America is a country of immigrants.	Amerika is en Inwannererland.
Ants have a well-organized society.	Miegremen hebbt en good organiseert Sellschop.
Are you for or against the project?	Büst du för oder gegen dat Projekt?
Can you show me the list of prices?	Kannst du mi de Prieslist wiesen?
Cheese is easy to cut with a knife.	Kees lett sik licht mit en Mest snieden.
Could I have a piece of cheesecake?	Kann ik en Stück Keeskoken kriegen?
Could I have three cinnamon donuts?	Kann ik dree Kaneel-Kringels hebben?
Did you bring your family with you?	Hest du diene Famielje mitbröcht?
Germany is in the middle of Europe.	Düütschland is merrn in Europa.
Have you stopped beating your wife?	Hest du ophöört, dien Froo to slahn?
He comes home almost every weekend.	He kummt binah elk Wekenenn na Huus.
He didn't come to school yesterday.	He is güstern nich na School kamen.
He has been studying for two hours.	He weer al twee Stünnen bi to lehren.
He left the house at eight o'clock.	He hett dat Huus Klock acht verlaten.
He went to Brazil and stayed there.	He is na Brasilien gahn un dor bleven.
He's been asleep for ten hours now.	He slöppt nu al teihn Stünnen.
He's standing in front of the door.	He steiht vör de Döör.
He's the black sheep of the family.	He is dat swarte Schaap in ’e Famielje.
His hands were deep in his pockets.	Sien Hannen steken deep in sien Taschen.
His sister can't talk to you today.	Sien Süster kann vondaag nich mit di snacken.
His youngest son is five years old.	Sien jüngsten Söhn is fiev Johr oold.
Hurry up, and you'll catch the bus.	Nu man gau, denn kriggst den Bus noch.
I am convinced that he is innocent.	Ik bün dor von övertüügt, dat he unschüllig is.
I am grateful to you for your help.	Ik bün di dankbor för dien Hülp.
I am playing a game with my sister.	Ik speel en Speel mit miene Süster.
I answered the questions correctly.	Ik heff de Fraag korrekt antert.
I can't remember where I bought it.	Ik weet nich mehr, woneem ik dat köfft heff.
I can't think of his name just now.	Mi fallt sien Naam jüst nich in.
I don't like telling him the truth.	Ik vertell em nich geern de Wohrheid.
I don't like telling you the truth.	Ik vertell di nich geern de Wohrheid.
I don't like the taste of tomatoes.	Ik mag den Smack von Tomaten nich.
I don't want to go to school today.	Ik will vondaag nich na School gahn.
I have no intention of getting wet.	Ik heff nich vör, natt to warrn.
I have two brothers and one sister.	Ik heff twee Bröder un een Süster.
I think the rain's getting heavier.	Mi dücht, de Regen warrt duller.
I will go cycling even if it rains.	Ik gah Radföhren, ook wenn dat regent.
I've got two brothers and a sister.	Ik heff twee Bröder un een Süster.
It is difficult to give up smoking.	Dat is swoor, dat Smöken optogeven.
It was very cold yesterday evening.	Dat weer temlich koold güstern avend.
Last year, there was a lot of snow.	Vergangen Johr hett dat veel Snee geven.
My brother-in-law died last Friday.	Mien Swager is vergangen Freedag doodbleven.
My dog often pretends to be asleep.	Mien Hund deit faken so, as wenn he slöppt.
My father doesn't really talk much.	Mien Vader snackt nich würklich veel.
Our galaxy is called the Milky Way.	Uns Galaxie warrt Melkstraat nöömt.
Our soccer team has a good defense.	Uns Footballmannschop hett en gode Afwehr.
Please say the alphabet in reverse.	Segg man dat Alfabeet trüggoors op.
She could not believe what she saw.	Se kunn nich löven, wat se sehn deed.
She couldn't take her eyes off him.	Se kunn ehr Ogen nich von em kriegen.
She didn't want him to go overseas.	Se wull nich, dat he na Översee geiht.
She taught him everything she knew.	Se hett em allens lehrt, wat se wüss.
She worked from morning till night.	Se deed von morgens bet avends arbeiden.
Soccer players make a lot of money.	Footballspelers verdeent veel Geld.
Some kinds of food make us thirsty.	Welk Soorten Eten maakt uns döstig.
Stop blaming him for your mistakes.	Geev em nich de Schuld för diene Fehlers.
Take the oranges out of the fridge.	Nehm de Appelsienen ut ’n Köhlschapp.
The boys' bicycle is in the garage.	Den Jung sien Fohrrad is in ’e Garaasch.
The fat woman was holding a monkey.	De fette Froo deed en Aap hollen.
The fire fighters put out the fire.	De Füürwehrlüüd hebbt dat Füür utdaan.
The house was surrounded by fields.	Dat Huus weer von Feller ümgeven.
The king went hunting this morning.	De König is vonmorgen jagen gahn.
The lion is the king of the jungle.	De Lööw is de Köning von ’n Dschungel.
This is the house where I was born.	In dit Huus bün ik boren.
We don't negotiate with terrorists.	Wi verhannelt nich mit Terroristen!
What is the population of New York?	Woveel Inwahners hett New York?
What you said is complete nonsense.	Wat du seggt hest is schieren Tüdelkraam.
What you said is complete nonsense.	Wat du seggt hest is tohoop Tüdelkraam.
What's your favorite YouTube video?	Wat is dien leevst Youtube-Video?
What's your favorite constellation?	Wat is dien leevst Steernteken?
What's your favorite kind of apple?	Wat is dien leevste Soort Appel?
What's your favorite kind of candy?	Wat is dien leevste Soort Snökerkraam?
Which do you prefer, tea or coffee?	Wat magst du lever, Tee oder Kaffe?
Which of the two is more expensive?	Welken von de twee is dürer?
Why don't you come dancing with me?	Worüm kummst du nich mit mi dansen?
Write your name in capital letters.	Schriev dien Naam in Grootbookstaven.
You have to read between the lines.	Du musst twüschen de Regen lesen.
You need to read between the lines.	Du musst twüschen de Regen lesen.
Both of my parents have passed away.	Miene Öllern sünd all beid dood.
Can you recommend a good dictionary?	Weetst du en good Wöörbook?
Did you hear about yesterday's fire?	Hest du von dat Füür güstern höört?
Do you see the entrance of the park?	Süst du den Ingang von ’n Park?
Don't let children play in the road.	Laat de Kinner nich op de Straat spelen.
Everybody knows that you are a liar.	Elkeen weet, dat du en Lögensack büst.
Fish and red wine don't go together.	Fisch un Roodwien passt nich tohoop.
God helps those who help themselves.	Help di sülvs, denn helpt di Godd.
Have you ever seen a film this good?	Hest du al maal son goden Film sehn?
He has four children to provide for.	He hett för veer Kinner to sorgen.
He is the black sheep of the family.	He is dat swarte Schaap in ’e Familie.
He lost his eyesight in an accident.	He hett sien Ogenlicht bi en Unfall verloren.
He told me that his father was dead.	He hett mi vertellt, dat sien Vader dood is.
He who risks nothing, gains nothing.	De nix waagt, winnt nix.
Here is a present for your birthday.	Hier is en Geschenk to dien Geboortsdag.
How many hours of sleep do you need?	Woveel Stünnen Slaap bruukst du?
I could not afford to buy a bicycle.	Ik kunn dat nich tügen, mi en Fohrrad to köpen.
I went to Disneyland with my mother.	Ik bün mit mien Moder na Disneyland wesen.
I'm beginning to miss my girlfriend.	Ik fang an, mien Fründin to missen.
If you eat so much, you'll get sick.	Wenn du so veel ittst, warrst du noch krank.
It is necessary for you to go there.	Du musst dor hengahn.
Look that word up in the dictionary.	Kiek dat Woord in ’t Wöörbook na.
Many people in the world are hungry.	Veel Lüüd op de Welt liedt Hunger.
Meat and eggs have a lot of protein.	Fleesch un Eier hebbt veel Protein.
Mother was afraid I would get dirty.	Moder weer bang, dat ik smerig warrn deed.
My brother lives in a small village.	Mien Broder leevt in en lütt Dörp.
My mother bakes bread every morning.	Mien Mudder backt elk Morgen Brood.
My sister is cooking in the kitchen.	Miene Süster kaakt in ’e Köök.
Open your mouth and close your eyes.	Maak den Mund op un de Ogen dicht.
She blamed him for all her problems.	Se geev em Blaam för all ehr Probleems.
She brushes her hair in the morning.	Se börst morgens ehr Hoor.
She can swim as fast as her brother.	Se kann jüstso gau swemmen as ehr Broder.
She couldn't hold back her laughter.	Se kunn ehr Lachen nich trügghollen.
She gave him something hot to drink.	Se geev em wat warm to drinken.
She has forgiven him for everything.	Se hett em allens vergeven.
She lost her hat, but soon found it.	Se harr ehren Hoot verloren, hett em aver gau wedderfunnen.
She said that she's living in Osaka.	Se seed, dat se in Osaka leevt.
Slavery is a crime against humanity.	Slaveree is en Verbreken gegen de Minschheid.
That class has 15 boys and 28 girls.	In de Klass sünd 15 Jungs un 28 Deerns.
The English alphabet has 26 letters.	Dat engelsche Alphabet hett 26 Bookstaven.
The alarm clock is ten minutes fast.	De Wecker geiht teihn Minuten vör.
The car door doesn't close properly.	De Autodöör geiht nich önnig to.
The rule does not apply in our case.	De Regel gellt in uns Fall nich.
The trumpet is a musical instrument.	De Trumpeet is en Musiekinstrument.
Their house is far from the station.	Jemehr Huus is wied af von ’n Bahnhoff.
There is no answer to your question.	Dat gifft op dien Fraag keen Antwoord.
There's no doubt that he's innocent.	Dor is keen Twievel, dat he unschüllig is.
They have brown skin and black hair.	Se hebbt brune Huud un swart Hoor.
They have two sons and one daughter.	Se hebbt twee Söhns un een Dochter.
We have been waiting here for hours.	Wi hebbt hier al Stünnen töövt.
We have enough money to buy this CD.	Wi hebbt noog Geld üm disse CD to köpen.
We managed to swim across the river.	Wi hebbt dat schafft, dör ’n Stroom to swemmen.
We will teach him to read and write.	Wi schöölt em dat Lesen un Schrieven lehren.
We yawn when we are short of oxygen.	Wi jappt, wenn wi nich noog Suurstoff kriegt.
What did you come here so early for?	Worüm büst du hier so tiedig herkamen?
Which chair did you put the book on?	Op wat för ’n Stohl hest du dat Book packt?
Why did you say such a stupid thing?	Worüm hest du so ’n Dummtüüg seggt?
Will you come to the party tomorrow?	Kummst du to de Party morgen?
Would you like another piece of pie?	Wullt du noch en Stück Koken?
You don't have to thank me for that.	Dor bruukst du mi nich för to danken.
You're going in the wrong direction.	Du geihst in de verkehrte Richt.
You're the only one who can do this.	Du büst de eenzige, de dat doon kann.
All of a sudden, the lights went out.	Opmaal güngen de Lichten ut.
China is the biggest country in Asia.	China is dat gröttste Land in Asien.
He acquired French when he was young.	He hett Fransch lehrt, as he jung weer.
He dried his wet clothes by the fire.	He deed siene natten Klamotten an ’t Füür drögen.
Here is the book you are looking for.	Hier is dat Book, na dat du söchst.
I have nothing to do with the affair.	Ik heff mit de Saak nix to doon.
I haven't read today's newspaper yet.	Ik heff dat Dagbladd von vondaag noch nich leest.
I met her at the station by accident.	Ik heff ehr tofällig an ’n Bahnhoff drapen.
I wonder if what I wrote was correct.	Ik fraag mi, wat dat richtig weer, wat ik schreven heff.
I'll give you a good piece of advice.	Ik will di en goden Raad geven.
I'm halfway through this crime novel.	Ik bün mit dissen Krimi halv dör.
If I were a bird, I could fly to you.	Wenn ik en Vagel weer, denn kunn ik na di henflegen.
In Japan, there are many hot springs.	In Japan gifft dat veel warme Borns.
It was dark when I reached the hotel.	Dat weer düüster, as ik bi ’t Hotel ankeem.
It was so cold that I couldn't sleep.	Dat weer so koold, dat ik nich slapen kunn.
It won't be long before we can start.	Duurt nich lang, denn köönt wi anfangen.
Mother asked us why we had done that.	Moder fröög uns, worüm wi dat daan harrn.
Mt. Asama is not as high as Mt. Fuji.	De Asama is nich so hoog as de Fuji.
My aunt grows tomatoes in her garden.	Miene Tante tütt Tomaten in ehren Goorn.
My daughter likes to play with dolls.	Mien Dochter speelt geern mit Poppen.
She couldn't convince him to go home.	Se kunn em nich övertügen, na Huus to gahn.
She gave him something cold to drink.	Se geev em wat koold to drinken.
She was stupid enough to believe him.	Se weer dumm noog, em to löven.
Show me the photos you took in Paris.	Wies mi de Fotos, de du in Paris opnahmen hest.
Some were farmers, some were hunters.	Welk weren Buurn, welk weren Jägers.
That cheese is made from goat's milk.	De Kees is ut Zegenmelk maakt.
The carpenter is measuring the floor.	De Discher mitt den Bodden ut.
The children were sliding on the ice.	De Kinner hebbt op ’t Ies sliddert.
