Who?	Hvem?
Tom and his wife live separately.	Tom og hans kone bor hver for seg.
Tom broke up with his girlfriend.	Tom slo opp med kjæresten sin.
Tom didn't die in a car accident.	Tom døde ikke i en bilulykke.
Tom didn't need to buy that book.	Tom trengte ikke å kjøpe den boken.
Tom didn't need to buy that book.	Tom behøvde ikke å kjøpe den boken.
Tom doesn't live with us anymore.	Tom bor ikke med oss lengre.
Tom doesn't study French anymore.	Tom studerer ikke fransk mer.
Tom doesn't want to speak to you.	Tom vil ikke snakke med deg.
Tom earns thirty dollars an hour.	Tom tjener tretti dollar i timen.
Tom has always been a health nut.	Tom har alltid vært en helsefrik.
Tom has been kicked off the team.	Tom har fått sparken fra laget.
Tom has everything that he needs.	Tom har alt han trenger.
Tom is being charged with murder.	Tom er anklaget for mord.
Tom is incredibly bad at drawing.	Tom er utrolig dårlig til å tegne.
Tom looked deep into Mary's eyes.	Tom så dypt inn i Marys øyne.
Tom probably did that by himself.	Tom gjorde det sikkert selv.
Tom put his toys back in the box.	Tom la lekene sine tilbake i eska.
Tom really looks a lot like John.	Tom ser virkelig veldig ut som John.
Tom said that he never said that.	Tom sa at han aldri sa det.
Tom says he has to wait for Mary.	Tom sier han må vente på Maria.
Tom says he'll do whatever we do.	Tom sier han vil gjøre hva enn vi gjør.
Tom seems fairly sure of himself.	Tom virker ganske trygg på seg selv.
Tom should never have been fired.	Tom burde aldri ha fått sparken.
Tom talks a lot about his father.	Tom forteller mye om faren sin.
Tom thinks he's stronger than me.	Tom tror han er sterkere enn meg.
Tom told me about that yesterday.	Tom fortalte meg om det i går.
Tom told me he was feeling dizzy.	Tom fortalte meg han følte seg svimmel.
Tom tried to hold back his tears.	Tom prøvde å holde tårene tilbake.
Tom went downtown to do shopping.	Tom dro til byen for å handle.
Tom will go to Boston next month.	Tom drar til Boston neste måned.
Tom will try to be there on time.	Tom skal prøve å være der presis.
Tom works as a used car salesman.	Tom har jobb som bruktbilforhandler.
Tom wouldn't allow us to do that.	Tom ville ikke ha latt oss gjøre det.
Tom's an extremely honest person.	Tom er en ekstremt ærlig person.
Tom's behavior wasn't acceptable.	Tom oppførte seg dårlig.
Tom's mother is a very good cook.	Toms mor er en meget god kokk.
Tom's parents were both teachers.	Toms foreldre var lærere.
We accept all major credit cards.	Vi tar alle større kredittkort.
We go out together every weekend.	Vi går ut sammen hver helg.
We have to make up for lost time.	Vi må kompensere for tapt tid.
We have to respect local customs.	Vi må respektere lokale skikker.
We haven't known each other long.	Vi har ikke kjent hverandre lenge.
We should look after our parents.	Vi bør ta oss av våre foreldre.
We're going to have a test today.	Vi skal ha en prøve i morgen.
We're not in high school anymore.	Vi er ikke på videregående lenger.
Were you with Tom the whole time?	Var du med Tom hele tiden?
What does this hat remind you of?	Hva minner denne hatten deg om?
What happened to the German girl?	Hva skjedde med den tyske jenten?
What is life's greatest pleasure?	Hva er livets største glede?
What's the best way to get there?	Hva er beste måte å komme seg dit på?
Where do I have to change trains?	Hvor må jeg bytte tog?
Who spilled the ink on the floor?	Hvem har sølt blekk på gulvet?
Who spilled the ink on the floor?	Hvem sølte blekket på gulvet?
Who's the man playing the violin?	Hvem er mannen som spiller violin?
Will you show me what you bought?	Kan du vise meg hva du har kjøpt?
Would 8:30 be convenient for you?	Ville 8:30 passet for deg?
Would you like to drink anything?	Vil du ha noe å drikke?
Would you mind shutting the door?	Kunne du lukket døren?
You are free to talk with anyone.	Du kan snakke fritt med hvem som helst.
You can stay as long as you like.	Du kan bli så lenge du vil.
You didn't need to come so early.	Du hadde ikke trengt å komme så tidlig.
You don't think I did it, do you?	Du tror ikke at jeg gjorde det, gjør du?
You may talk as much as you like.	Du kan snakke så mye du vil.
You must not touch the paintings.	Du må ikke røre maleriene.
You really do hate me, don't you?	Du hater meg virkelig, gjør du ikke?
You should always tell the truth.	Du bør alltid fortelle sannheten.
You shouldn't eat too much candy.	Du bør ikke spise så mye godteri.
You shouldn't have paid the bill.	Du skulle ikke betalt regningen.
You were always such a happy boy.	Du var alltid slik en glad gutt.
You were supposed to be prepared.	Det var meningen du skulle være forberedt.
You're in better shape than I am.	Du er i bedre form enn jeg er.
You're lucky that you have a job.	Du er heldig som har jobb.
You're more than welcome to come.	Du er mer enn velkommen til å komme.
You're more than welcome to come.	Du er hjertelig velkommen til å komme.
You're not ambitious enough, Tom.	Du er ikke ambisiøs nok, Tom.
You're old enough to know better.	Du er gammel nok til å vite bedre.
You're welcome here anytime, Tom.	Du er velkommen her når som helst, Tom.
Your plan seems better than mine.	Din plan virker bedre enn min.
Your second button is coming off.	Din andre knapp har begynt å løsne.
Are you allergic to this medicine?	Er du allergisk mot denne medisinen?
Are you still in contact with Tom?	Snakker du fortsatt med Tom?
Brush your teeth after every meal.	Puss tennene etter hvert måltid.
Can anyone be happy without money?	Kan noen være glade uten penger?
Could I see your driver's license?	Kan jeg få se førerkortet ditt?
Do you have an English dictionary?	Har du engelsk-ordbok?
Do you understand what I'm saying?	Forstår du hva jeg sier?
Does someone know where my son is?	Vet noen hvor sønnen min er?
Don't dwell on your past mistakes!	Ikke heng deg opp i dine tidligere feil!
Don't say bad things about others.	Ikke snakk stygt om andre.
Don't smoke while you are on duty.	Ikke røyk mens du er på vakt.
Don't you have a driver's license?	Har du ikke lappen?
Everyone deserves a second chance.	Alle fortjener en ny sjanse.
Have you ever eaten Japanese food?	Har du spist japansk mat noen gang?
He is the shorter of the two boys.	Han er den korteste av de to guttene.
He laid himself flat on the floor.	Han la seg ned på gulvet.
His objective is to pass the test.	Målet hans er å klare prøven.
How about something cold to drink?	Hva med noe kaldt å drikke?
I am who I am thanks to my mother.	Jeg er den jeg er takket være moren min.
I confess that I don't understand.	Jeg innrømmer at jeg ikke forstår.
I didn't know that Tom could swim.	Jeg visste ikke at Tom kunne svømme.
I don't like you and I never will.	Jeg liker deg ikke og kommer heller aldri til å like deg.
I don't need Tom to do that again.	Jeg trenger ikke at Tom gjør det igjen.
I don't remember agreeing to that.	Jeg kan ikke huske å ha samtykket til det.
I don't think he knows I love you.	Jeg tror ikke han vet at jeg elsker deg.
I figured I could be of some help.	Jeg tenkte at jeg kunne være litt til hjelp.
I had expected him at the meeting.	Jeg trodde han ville komme på møtet.
I have a lot of problems to solve.	Jeg har mange problemer som jeg må løse.
I hope no one sits in front of us.	Jeg håper ingen setter seg foran oss.
I just wish I could see Tom again.	Jeg skulle ønske jeg kunne se Tom igjen.
I probably won't watch TV tonight.	Jeg kommer sannsynligvis ikke til å se på TV i kveld.
I sat down on a bench next to Tom.	Jeg satte meg ned på en benk ved siden av Tom.
I shouldn't have to do that again.	Jeg burde ikke måtte gjøre det igjen.
I spent twelve hours on the train.	Jeg tilbrakte tolv timer på toget.
I think I'll lie down for a while.	Jeg tror jeg skal legge meg litt.
I think you know why I called you.	Jeg tror du vet hvorfor jeg ringte deg.
I think you ought to rest a while.	Jeg synes du bør hvile deg litt.
I thought it might be of some use.	Jeg tenkte det kunne være til nytte.
I wish I had a reason not to stay.	Jeg skulle ønske jeg hadde en grunn til å ikke bli.
I wish I had asked you for advice.	Jeg skulle ønske jeg hadde spurt deg om råd.
I wish I had enough time to sleep.	Jeg skulle ønske jeg hadde hatt nok tid til å sove.
I wish you wouldn't smoke so much.	Jeg skulle ønske du ikke røyket så mye.
I won't come if it rains tomorrow.	Jeg kommer ikke hvis det regner i morgen.
I'll be going to Europe next week.	Jeg skal til Europa neste uke.
I'll have to give it some thought.	Jeg må tenke litt på det.
I'm going back to Boston tomorrow.	Jeg drar tilbake til Boston i morgen.
I'm looking forward to your visit.	Jeg ser frem til ditt besøk.
I'm sorry, but I don't understand.	Unnskyld meg, men jeg forstår ikke.
I'm sorry, we don't accept checks.	Beklager, men vi tar ikke sjekker.
I've been looking forward to that.	Det ser jeg frem til.
I've had enough of your questions.	Jeg har fått nok av spørsmålene dine.
I've heard no complaints from Tom.	Jeg har ikke hørt noen klager fra Tom.
I've just eaten so I'm not hungry.	Jeg har nettopp spist så jeg er ikke sulten
If you were me, what would you do?	Hvis du var meg, hva ville du gjort?
If you're tired, just let me know.	Fortell meg, hvis du blir sliten.
Is your school far from your home?	Ligger skolen din langt fra der du bor?
It has been raining since Tuesday.	Det har regnet siden tirsdag.
It is not far away from the hotel.	Det er ikke langt unna hotellet.
It's not safe to drink that water.	Det er ikke trygt å drikke det vannet.
It's too bad you've caught a cold.	Det er synd du har blitt forkjølt.
Let's wait until it stops raining.	La oss vente til det slutter å regne.
Not all the students were present.	Ikke alle studentene var tilstede.
Please don't look at me like that.	Ikke se på meg på den måten er du snill.
She devoted her life to education.	Hun viet livet sitt til utdanning.
She has gone to the United States.	Hun har dratt til USA.
She visited her husband in prison.	Hun besøkte mannen sin i fengselet.
Smoking is harmful to your health.	Røyking er skadelig for helsen.
Stay where you are. I'm on my way.	Bli hvor du er. Jeg er på vei.
Television is ruining family life.	Fjernsynet ødelegger familielivet.
That's something I can't tell you.	Det kan jeg ikke fortelle deg.
The cost amounted to twelve pesos.	Kostnaden kom på tolv pesos.
The door was opened by a tall man.	Døren ble åpnet av en høy mann.
The letter is dated April 1, 1987.	Brevet er datert 1. april 1987.
The mechanic assembled the engine.	Mekanikeren satt sammen motoren.
The new pope comes from Argentina.	Den nye paven kommer fra Argentina.
The rain lasted through the night.	Regnet varte hele natten.
The rain lasted through the night.	Det regnet hele natten.
The road is in a deplorable state.	Veien er i en sørgelig tilstand.
The road is in a deplorable state.	Veien er i dårlig forfatning.
The room was in complete darkness.	Rommet var bekmørkt.
The room was in complete darkness.	Det var helt mørkt i rommet.
The vegetation was thick and lush.	Vegetasjonen var tykk og frodig.
The wind is blowing from the east.	Det blåser fra øst.
The wind is blowing from the east.	Vinden blåser fra øst.
The wind is blowing from the west.	Vinden blåser fra vest.
The wind is blowing from the west.	Det blåser fra vest.
There are many people in the park.	Det er mange folk i parkene.
There's nothing new under the sun.	Intet nytt under solen.
They wanted to know what happened.	De ville vite hva som skjedde.
This applies to your case as well.	Dette gjelder ditt tilfelle òg.
This company sold unsafe products.	Dette firmaet solgte utrygge produkter.
This is a very entertaining story.	Dette er en veldig underholdende historie.
This was built some 500 years ago.	Dette ble bygd for rundt 500 år siden.
Tom and Mary argued all afternoon.	Tom og Mary kranglet hele ettermiddagen.
Tom and Mary sat by the fireplace.	Tom og Mary satt ved peisen.
Tom did what Mary asked him to do.	Tom gjorde som Mary ba han gjøre.
Tom doesn't know how to tie a tie.	Tom vet ikke hvordan man knytter slips.
Tom is here every night until ten.	Tom er her hver kveld til ti.
Tom is playing catch with his son.	Tom kaster ball med sønnen sin.
Tom is very interested in biology.	Tom er veldig interessert i biologi.
Tom isn't afraid of snakes at all.	Tom er ikke redd slanger i det hele tatt.
Tom isn't afraid of snakes at all.	Tom er aldeles ikke redd slenger.
Tom sat down on one of the chairs.	Tom satte seg ned på en av stolene.
Tom seems more annoyed than angry.	Tom virker mer irritert enn sint.
