Go.	Gitmek.
I know that Tom has lived in Australia.	Men Tomuň Awstraliýada ýaşandygyny bilýän.
I saw Tom talking to Mary this morning.	Bu gün irden Tomuň Mary bilen gepleşip durandygyny gördüm.
I think I could've done that by myself.	Men ony özbaşdak edibilerdim diýip pikir edýärin.
I think that Tom is the one who'll win.	Meniň pikirimçe Tom gazananlaryň arasynda bolar.
I think you need to repaint your house.	Meniň pikirimçe sen öz öýüňi täzeden boýamaly.
I try to travel with only one suitcase.	Men diňe bir çemedan bilen syýahat etmäge çalyşýaryn.
I want to meet Tom as soon as possible.	Iň ýakyn zamanda Tom bilen tanyşmak isleýärin.
I'll be with you every step of the way.	Ýoluň her ädiminde men seniň bilen bolaryn.
I've already told you I didn't do that.	Saña ony etmejegimi öñem aýtdym.
It wasn't as easy as I thought it'd be.	Meniñ pikir edişim ýaly bu añsat bolmady
It'll probably be expensive to do that.	Ony ýetmek belki-de gymmat düşer.
It's a few minutes after three o'clock.	Üçden biraz minut geçdi
My mouth was full so I couldn't answer.	Meñ agzym doly bolansoñ jogap berip bilmedim.
My neighbor complained about the noise.	Goňşym goh barada zeýrendi.
Neither Tom nor Mary went to Australia.	Ne Tom, ne-de Meri Awstraliýa gidip görmediler.
She advised him to take a long holiday.	Ol gyz oňa uzyn dynç alyş almalydygyny maslahat berdi.
Tell me how to use the washing machine.	Maňa aýdaýda egin-eşik yuwyjy enjamy nähili ulanmaly
That's not what Tom really needs to do.	Bu gaty bir Tomuň etmeli zady däl.
That's nothing you need to worry about.	Bu seniň alada etmeli zadyň däl.
That's nothing you need to worry about.	Bu siziň alada etmeli zadyňyz däl.
The answer Tom gave seemed wrong to me.	Tomyñ beren jogaby maña ýalñyş bolup göründi.
The entire nation was glad at the news.	Hemme millet täzelikden minnetdar boldy.
The man you saw yesterday was my uncle.	Seniň düýn gören kişiň menip daýym
The sun went down behind the mountains.	Gün bugün daglaryn arkasyndan dogdy.
These people are anything but innocent.	Bu adamlar hemme zat bolup biler ýöne bigünä däl.
Tom and Mary often play chess together.	Tom bilen Mery şahmaty köplenç bile oýnaýarlar.
Tom came home from Australia last week.	Tom öýüne Awstraliýadan geçen hepdede geldi.
Tom couldn't tell what the problem was.	Tom näme mesele bolanyny aýdyp bilmedi.
Tom couldn't think about anything else.	Tom başga zat barada pikirlenip bilmedi.
Tom is going to be back in the morning.	Tom yzyna irden geler.
Tom is going to tell us about his trip.	Tom bize gezelenji barada aýdyp berjek bolýar.
Tom lay on a sofa with his eyes closed.	Tom diwanyñ üstüne gözleri ýumulgy ýatdy.
Tom looks a lot like his older brother.	Tom uly doganyna juda meňzeýär.
Tom promised to do that, but he didn't.	Tom ony etjekdigine söz berdi, emma öz sözünde durmady.
Tom said that he might never come back.	Tom hiç haçan yzyna dolanip bilmezdigini aýtdy.
Tom served as chairman for three years.	Tom üç ýyllap başlyk bolup hyzmat etdi.
Tom teaches at three different schools.	Tim üç dürli mekdeplerde okadýar.
Tom thought he had a chance to survive.	Tom onuň halas bolmagyna mümkinçilik bardyr diýip pikir etdi.
Tom told Mary she was his one and only.	Tom Merä onuň özüniň ýeketägidini aýtdy.
Tom went to visit his sister in Boston.	Tom Bostondaky uýasyny görmäge gitdi.
Tom went to visit his sister in Boston.	Tom Bostondaky gyz doganyny görmäge gitdi.
Tom went to visit his sister in Boston.	Tom Bostondaky aýal doganyny görmäge gitdi.
Tom would like it if somebody did that.	Eger kimdir biri şony etse Toma gowy boljak.
We have the death penalty for a reason.	Bizde ölüm jezasynyñ bolmagynyñ sebäbi bar.
We should do away with this regulation.	Biz şu düzgünden dynmaly.
We should probably get you to a doctor.	Belkim sizi bir doktora alyp gitmeli biz.
When did you decide to let Tom do that?	Sen haçan Toma muny etmäge rugsat bermeli diýen netijä geldiň?
When did you decide to let Tom do that?	Siz haçan Toma muny etmäge rugsat bermeli diýen netijä geldiňiz?
Why don't we all go to Boston together?	Näme üçin biziň hemmämiz bile Bostona gidemzok?
Wouldn't it be better to do that today?	Muny bu gün etsek gowy bolmazmy?
Yesterday was your birthday, wasn't it?	Düýn seniň doglan günüňdimi?
You made the same mistake as last time.	Iň soňky eden ýaalňyşyňy ýene etdiň.
You ought to take your father's advice.	Men siziň kakaňyzyň maslahatyna eýermelidim.
You ought to take your father's advice.	Men seniň kakaň maslahatyny almalydym.
You should go to a dentist immediately.	Derrew bir diş lukmanyna ýüz tutmaly sen.
All students have access to the library.	Hemme okuwçylaryñ kitaphana gitmäge haky bar.
Are you still doing what you want to do?	Sen şu wagt hem öz edesiň gelýän zady edýärsiňmi?
Brains consume 25% of the body's energy.	Beýni bedeniň energiýasynyň 25%-ni ulanýar.
Can you please tell me what's happening?	Näme bolýandygyny maňa aýdyp bilersiňmi?
Can you please tell me what's happening?	Näme bolýandygyny maňa aýdyp bilersiňizmi?
Could you go get some wood for the fire?	O:t üçin biraz odun getirip bilerdiňizmi?
Could you go get some wood for the fire?	O:t üçin odun getirip bilerdiňmi?
Do you know the reason why Tom was late?	Tomyñ gijä galmagynyñ sebäbini bilýäñmi?
He waited for the elevator to come down.	Ol liftiň aşak düşmegine garaşdy.
How long do baseball games usually last?	Beýsbol oýny ortaça näçe wagt dowam edýär?
How many novels did you read last month?	Sen geçen aý näçe eser okadyñ?
How many novels did you read last month?	Siz geçen aý naçe eser okadyñyz?
I couldn't tell you even if I wanted to.	Islesem hem saňa aýdyp bilmeýän.
I didn't know why my car wouldn't start.	Men özümiň maşynyň näme üçin ýöräp başlamaýandygyny bilmeýärdim.
I didn't really think Tom could do that.	Tom ony hakykatdanam başarar diýip pikir etmändim.
I don't like my wife calling me at work.	Aýalymyň meni iş ýerimde telefon etmegini halamaýaryn.
I don't like my wife to call me at work.	Aýalymyň meni iş ýerimde telefon etmegini halamok.
I don't understand why that's important.	Men düşunemok näme üçin ol zadýñ wajyplygyny.
I got airsick and felt like throwing up.	Howa aldym we gaýtarjak ýaly duýdum.
I haven't had the chance to do that yet.	Maña ony etmäne entek mümkinçilik bolmady.
I knew Tom might not be able to do that.	Tomyň buny belki-de edip bilmejegini bilýärdim.
I knew Tom wouldn't know how to do that.	Men Tomyň buny nädip etmelidigini bilmeýändigini bilýädim.
I knew that Tom would have enough money.	Tomyñ ýeterlik pulunyñ bardygyny bilýärdim.
I know Tom is still planning to do that.	Tomuñ ony etmegi heniz hem meýilleşdirýändigini bilýärin.
I looked for my cup, but didn't find it.	Men öz käsämi gözledim, emma tapmadym.
I lost the watch my father had given me.	Kakamyň maňa beren sagadyny ýitirdim.
I promised Tom I'd go shopping with him.	Men Toma onuň bilen söwda etmäge gitjekdigime söz berdim.
I should've explained everything to Tom.	Men hemmesini Toma düşündirmeli ekenim.
I think that Tom would agree to do that.	Meniñ pikirimçe Tom muny etmäge razy bolar.
I think you're too sick to go to school.	Meniñ pikirimçe sen gaty ýarañok okuwa gitmane.
I usually buy clothing at a local store.	Men adatça ýerli dükandan geýim satyn alýaryn.
I wonder where Tom learned how to drive.	Tomyñ sürmegi nirede öwrenenini bilesim gelýär.
I would like to know who my parents are.	Ene-atamyñ kimdigini bilesim gelýär.
I'm sorry that I had to cancel our date.	Duşuşygy ýatyrmaga mejbur bolanyma meni bagyşlaň.
I'm sorry, but I'll have to go home now.	Meni bagyşlaň, ýöne biz indi öýe gitmeli.
I'm sorry, but I'll have to go home now.	Meni bagyşla, ýöne biz indi öýe gitmeli bolarys..
It didn't take Tom much time to do that.	Ony etmek üçin Toma kän wagt gerek bolmady.
It isn't easy to get rid of a bad habit.	Erbet endikden dynmak aňsat däl.
It'll cost us a lot of money to do that.	Biz ony etjek bolsak kän pul çykar.
It's a few minutes before three o'clock.	Üç bolmaga häli biraz minut galdy
It's about 30 minutes from here on foot.	Bärden pyýada 30 minut töweregi.
It's been a long time since we last met.	Iň soňky gezek görüşenimizden bäri köp wagt geçdi
Let's climb to the top of this mountain.	Yöriň, bu dagyň çür depesine dyrmaşalyň.
Mary is the most popular girl in school.	Meri mekdepdäki iň meşhur gyz.
My father took me to a movie last night.	Kakam duýn agşam meni kino äkitdi.
My sister washes her hair every morning.	Meniň gyz doganym saçyny her gün irden ýuwýar.
She'll come even if you tell her not to.	Ol gyz gelme diýip aýtsaňam geler.
That uncle of his often visited America.	Onuň şol daýysy ýygy-ýygydan Amerikada saparda bolýardy.
That's what I want to talk to you about.	Şu edil meniň saňa aýtjak bolýan zadym baradadyr.
The family members sat around the table.	Maşgala agzalary stoluň başynda oturdylar.
The road to Nagano is closed to traffic.	Nagano a gidýän ýol ýapylypdyr
The whole school agreed to the proposal.	Hemme mekdep muny kabul etdi.
The whole world was involved in the war.	Urşa hemme döwlet goşuldy.
There are a lot of breweries in Bavaria.	Bawariýada köp sanly piwo zawody bar.
There are a lot of rocks in this garden.	Bu bagda köp daş bar.
There were four chairs around the table.	Ol ýerde stoluñ töwereginde dört sany oturgyç bardy.
They live on the other side of the road.	Olar ýoluň o tarapynda ýaşaýarlar.
They live on the other side of the road.	Olar ýoluň aňry ýüzünde ýaşaýarlar.
This is a story written in easy English.	Bu ýeňil iňlis dilinde ýazylan hekaýa.
This water is polluted, do not drink it.	Suw hapanalan, ony içme.
This water is polluted, do not drink it.	Suw hapanalan, ony içmäň.
Tom came here today looking for trouble.	Tom bela gözlemäge bu gün bärik geldi.
Tom came to Australia to look for a job.	Tom Awstraliýa iş gözlemäge geldi.
Tom came to Boston hoping to find a job.	Tom iş tapmak umydy bilen Bostona geldi.
Tom couldn't understand what Mary meant.	Tom Marynyň näme diýjek bolanyna düşünip bilmedi.
Tom covered the distance in three hours.	Tom üç sagat aralygy ýapdy.
Tom didn't even offer me a cup a coffee.	Iň bolmanda Tom maňa kofe hem teklip etmedi.
Tom didn't know that Mary had done that.	Meriniň buny edenini Tom bilenokdy.
Tom didn't know that Mary had done that.	Meriniň buny edeninden Tomyň habary ýokdy.
Tom didn't seem to be willing to change.	Tom üýtgemäge isleg bildirmeýän ýaly göründi.
Tom got awfully sick and had to go home.	Tom erbet ýaramady we öýüne gaýtmaly boldy.
Tom has curly hair just like his father.	Tomyň edil kakasynyňky ýaly buýra saçlary bar.
Tom hurt his leg while playing football.	Tom futbol oýnap ýörkä, aýagyny agyrtdy.
Tom is the one who turned on the lights.	Çyralary ýakan Tomdy.
Tom might be coming to Boston next week.	Tomyñ indiki hepdede gelmegi ahmal.
Tom never told me why he didn't do that.	Tom ony näme üçin etmedigini hiç haçan aýtmady.
Tom told everybody that he was unafraid.	Tom hemmesine gorkaýandygyny aýtdy.
Tom would certainly know how to do that.	Tom gürrüňsiz bu işi nädip etmelidigini bilýär.
We like to add new members to our group.	Gruppamyza täze agzalary goşmak isleýäris.
We'll go over it again tomorrow morning.	Ertir irden biz täzeden üstünden geçeris.
We'll need to ask Tom to do that for us.	Toma ony biziñ hatyramyz üçin etmegini soramak gerek.
What are you doing out here in the cold?	Bu sowukda näme edýärsiñ?
What was Tom doing in Boston last month?	Geçen aý Bostonda Tom näme edýärdi?
What were you doing in Boston last week?	Geçen hepde Bostonda näme etdiň.
When was the last time you used a ruler?	Seniň iň soňky gezek çyzgyç ulananyň haçandy?
Why is Tom here? He should be in school.	Näme üçin Tom bärde? Ol mekdepde bolmaly.
Why is Tom here? He should be in school.	Tom näme üçin bärde? Ol okuwda bolmala.
Why is Tom here? He should be in school.	Tom näme üçin bu ýerde?- Ol mekdepde bolmaly.
Would you lend me your pen for a minute?	Siz maňa öz ruçkaňyzy bir minutlyk berip bilmersiňizmi?
You can't take it with you when you die.	Sen öleňde muny ýanyň bilen äkidip bilmeýäň.
"Does she have a dog?" "No, she doesn't."	"Onuň güjügi barmy?" "Ýok, onuň güjügi ýok."
Are your grandchildren here in Australia?	Siziň agtyklaryňyz şu ýerde Awstraliýadamy?
Attendance is compulsory for all members.	Gatnaşmak hemme adamla üçin mejburydyr.
Do you like books written by Franz Kafka?	Franz Kafka tarapyndan ýazylan kitaplary halaýarmysyňyz?
Do you like books written by Franz Kafka?	Franz Kafka tarapyndan ýazylan kitaplary halaýarsyňyzmy?
Do you think I don't know what I'm doing?	Näme edýändigimi bilmeýändigimimi oýlaýarsyň.
From my position, I cannot see the tower.	Durýan ýerimden binany görüp bilemok.
I always take a bath before going to bed.	Men ýatmazymdan ozal hemişe suwa düşýärin.
I didn't let Tom answer Mary's questions.	Men Toma Meriniñ soraglaryna jogap bermegine ýol bermedim.
I don't think Tom can help you with that.	Tom saňa kömek edip biler öýdemok.
I don't think Tom can help you with that.	Tom saňa kömek edip biler öýtmeýärin.
I don't think we should agree to do that.	Meniň pikirimçe biz bu işi etmeklige razy bolmaly däldiris.
I don't want to be left here in the dark.	Bu ýerde garañkyda taşlanmak islemeýärin.
I doubt that we'll be able to prove that.	Ony subut edip biljegimizden men şübhelenýärin.
I had a great time with you last weekend.	Men geçen hepde seniñ bilen gowy wagt geçirdim.
I had no difficulty in finding his house.	Men onuň öýüni tapmakda hiç hili kynçylyk görmedim.
I haven't heard from him since last June.	Men ondan geçen Iýuldan bäri hiç zat eşidemok.
I know someone who might be able to help.	Men kömek edip biljek birini tanaýaryn.
I teach French to my friends once a week.	Hepdede bir gezek dostlaryma fransuzça sapak berýärin.
I teach French to my friends once a week.	Hepdede bir dostlaryma fransuzça ders öwredýärin.
I teach French to my friends once a week.	Men dostlaryma fransuz dilini hepdede bir gezek öwredýärin.
I used to smoke a lot, but now I've quit.	Men öň kän çilim çekýädim, ýöne men şumat ony taşladym.
I'm hoping it's only a temporary problem.	Bu diñe wagytlaýyn kynçylyk diýip umyt edýärin.
I'm not in the mood to do that right now.	Meniň häzir şony etmäge keýpim ýok.
I'm sorry that I didn't email you sooner.	Size tizräk email ýazmandygym üçin meni bagyşlaň.
I'm sorry that I didn't email you sooner.	Saňa tizräk email ýazmandygym üçin ötünç soraýaryn.
I'm thinking about applying for that job.	Men şol işe ýüz tutmany pikirlenýärin.
It is expected to rain all night tonight.	Şu gün uzakly gije ýagyşyñ ýagmagyna garaşylýar
It is said that there is no life on Mars.	Marsda ýaşaýşyň ýokodugy aýdylýar.
Let's be thankful for everything we have.	Geliň, ähli bar zadymyz üçin minnetdar bolalyň.
Many of the children were barely clothed.	Çagalaryñ birnäçesi zordan geýinipdi.
