Who?	چه کسی؟
Tom spends very little time with his family.	تام زمان خیلی کمی را با خانواده‌اش می‌گذراند.
Upon hearing the news, she burst out crying.	با شنیدن خبر، او ناگهان به گریه افتاد.
We have elected him chairman of the meeting.	ما او را به عنوان رئیس جلسه انتخاب کرده‌ایم.
What is your greatest source of inspiration?	منبع بزرگ الهام گرفتنت چیست؟
What was the hotel called? I can't remember.	نام آن هتل چه بود؟ یادم نمی آید.
You can't teach a crab how to walk straight.	شما نمی‌توانید به یک خرچنگ راست راه رفتن را بیاموزید.
A grasshopper and many ants lived in a field.	یک ملخ و مورچه‌های زیادی در یک مزرعه زندگی می‌کردند.
Are there any other hotels you can recommend?	هتل‌های دیگری هم هستند که توصیه کنی؟
As far as I know, he has never been overseas.	تا جایی که می‌دانم، او هیچ وقت به خارج نرفته است.
At first, I couldn't understand what he said.	در ابتدا نتوانستم بفهمم که او چه گفت.
Both of them are unpredictable and impatient.	هر دوی آنها غیرقابل پیش بینی و عجول هستند.
English has become an international language.	انگلیسی به یک زبان بین المللی تبدیل شده است.
He is concerned about the result of the exam.	او در باره‌ی نتیجه‌ی امتحان نگران است.
I didn't know when to switch the machine off.	نمی‌دانستم آن دستگاه را کی خاموش کنم.
I don't want this news to be made public yet.	هنوز نمی‌خواهم که این خبر علنی شود.
I have too many things on my mind these days.	این روزها افکار زیادی در سر دارم.
Mother Teresa was born in Yugoslavia in 1910.	مادر ترزا در یوگسلاوی در سال 1910 به دنیا آمد.
Musicians are usually sensitive to criticism.	موسیقی‌دانان معمولاً نسبت به انتقاد حساس هستند.
One of the cats is black, the other is brown.	یکی از گربه ها سیاه است و دیگری قهوه ای است.
Our company supports several cultural events.	شرکت ما از چندین رویداد فرهنگی حمایت می کند.
She accomplished the task through sheer will.	او تکلیف را از طریق ارادهٔ محض به سرانجام رساند.
She got over the shock of her father's death.	او بر شوک مرگ پدر خودش غلبه کرد.
The more you have, the more you have to lose.	هرکه بامش بیش، برفش بیشتر.
The novelist gathered materials for his work.	رمان نویس مستندات را برای کارش جمع آوری می کند.
This district is notorious for air pollution.	این محله به خاطر هوای آلوده بدنام است.
Tom couldn't imagine himself shooting anyone.	تام نمی توانست خود را در حال شلیک به کسی تصوّر کند.
Tom decided to mosey on over to Mary's place.	تام تصمیم به اساس کشی به اقامتگاه ماری گرفت.
Tom decided to mosey on over to Mary's place.	تام تصمیم گرفت بگذارد برود اقامتگاه ماری.
Tom decided to mosey on over to Mary's place.	تام تصمیم گرفت به تدریج نقل مکان کند به اقامتگاه ماری.
Tom doesn't know much about sailing, does he?	تام که زیاد راجع به دریانوردی نمی داند. می داند؟
Tom doesn't know much about sailing, does he?	تام که چندان راجع به دریا نوردی نمی داند. می داند؟
Tom doesn't like working the graveyard shift.	تام دوست ندارد در شیفت شب کار کند.
Tom is the one who told me who to give it to.	تام کسی است که به من گفت به کی بدهمش.
Tom was drinking chocolate milk with a straw.	تام شیر کاکائو را با یک نی نوشید
Watch out for cars when you cross the street.	مراقب ماشین ها باش وقتی که از خیابان عبور می کنی.
We're all stupid, just on different subjects.	ما همه احمقیم، هر کدام در یک زمینه.
Which one of those books did you give to Tom?	کدام یک از آن کتاب ها را به تام دادی؟
Worrying is like paying a debt you don't owe.	نگران شدن مانند پرداختن یک بدهی است که مدیون نیستید.
You aren't really going to kill Tom, are you?	تو که واقعا نمی خواهی تام را بکشی. می خواهی؟
Your speech was appropriate for the occasion.	سخنرانی تو مناسب این مناسبت بود.
A chain is only as strong as its weakest link.	یک زنجیر فقط به اندازهٔ ضعیفترین حلقه‌اش استحکام دارد.
Any mushroom can be eaten, but some only once.	هر قارچی می‌تواند خورده شود، اما بعضی‌ها فقط یک بار.
Do you think that my way of teaching is wrong?	آیا فکر میکنی که روش درس دادن من اشتباه است؟
He has married his daughter to a young lawyer.	او دخترش را به نکاح یک وکیل جوان درآورد.
He is one of the most famous singers in Japan.	او(پسر) یکی از معروفترین خوانندگان در ژاپن است.
His story wasn't appropriate for the occasion.	داستانش مناسب این مناسبت نبود.
I am not the man I was when you knew me first.	من همان مردی نیستم که تو در ابتدا مرا می شناختی.
I don't believe the child came to Tokyo alone.	من باور نمی کنم که آن بچه به تنهایی به توکیو بیاید.
I pay 30 euros for every visit to the dentist.	هر بار پیش دندانپزشک می‌روم، 30 یورو می‌پردازم.
I will tell him the news as soon as I see him.	همینکه او را ببینم، خبر را به او خواهم گفت.
I'll come by and pick you up tomorrow morning.	فردا صبح من خواهم آمد و تو را می برم.
