Run!	Chạy!
Tom gave Mary something cold to drink.	Tom đưa cho Mary nước gì đó mát để uống.
Tom goes to work every day but Sunday.	Ngoài Chủ Nhật ra thì ngày nào Tom cũng đi làm.
Tom is going to the concert with Mary.	Tom định tới buổi hòa nhạc cùng với Mary.
Tom is in the living room watching TV.	Tom đang xem ti-vi ở phòng khách.
Tom is in the living room watching TV.	Tom đang xem ti-vi trong phòng khách.
Tom is the one who was here last week.	Tom là người đã ở đây tuần trước.
Tom kicked the door closed behind him.	Tom đá cái cửa đang đóng ở phía sau
Tom knows he shouldn't have said that.	Tom biết rằng anh ấy không nên nói ra điều đó.
Tom said that he didn't want to leave.	Tom đã nói rằng anh ấy không muốn rời đi.
Tom says that he's never lied to Mary.	Tom nói rằng nó chưa bao giờ nói dối Mary.
Tom says that he's never lied to Mary.	Tom nói là anh ta chưa nói dối Mary bao giờ.
Tom told Mary that she shouldn't swim.	Tom nói với Mary là cô ấy không nên bơi.
Tom told me he wanted to go to Boston.	Tom nói với tôi là anh ấy muốn đi đến Boston.
Tom told me he wanted to go to Boston.	Tom nói với tôi là anh ấy muốn đi Boston.
We had an unpleasant experience there.	Chúng tôi đã có một trải nghiệm không mấy dễ chịu ở đó.
We had an unpleasant experience there.	Chúng tôi đã có một trải nghiệm khá tệ ở đó.
We hoped we'd be able to win the game.	Chúng tôi hy vọng có thể thắng cuộc chơi.
We often eat breakfast in the kitchen.	Chúng tôi thường hay ăn sáng trong bếp.
We ran into each other at the station.	Chúng tôi đã bỗng nhiên gặp nhau ở nhà ga.
We took a plane from Tokyo to Sapporo.	Chúng tôi đáp máy bay từ Tokyo đi Sapporo.
We took a plane from Tokyo to Sapporo.	Chúng tôi đi máy bay từ Tokyo đến Sapporo.
We're not talking about that any more.	Chúng tôi không nói về điều đó nữa.
What makes you think we won't succeed?	Điều gì khiến bạn nghĩ rằng chúng ta sẽ không thành công?
What's preventing this from happening?	Điều gì khiến việc đó không xảy ra?
When he spoke, everyone became silent.	Khi anh ấy nói, mọi người bắt đầu im lặng.
Where do the airport buses leave from?	Xe buýt sân bay khởi hành từ đâu?
Would you like some of those pictures?	Bạn có muốn một vài bức hình đó không?
Would you like some of those pictures?	Bạn có muốn một vài bức tranh đó không?
Would you like some sugar in your tea?	Bạn có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	ông có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Các bạn có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Các ông có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Tụi bây có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Bọn mày có muốn thêm đường vào trà không?
Would you like some sugar in your tea?	Chúng mày có muốn thêm đường vào trà không?
You don't want Tom to do that, do you?	Bạn không muốn Tom làm việc đó có đúng không?
You should start as early as possible.	Bạn hãy bắt đầu trong thời gian sớm nhất có thể.
You shouldn't have eaten the fish raw.	Đáng lẽ bạn không nên ăn cá sống.
You've never been to Europe, have you?	Bạn chưa đi châu Âu lần nào có đúng không?
"I feel like playing cards." "So do I."	"Tôi muốn đánh bài." "Tôi cũng vậy."
All you have to do is press the button.	Tất cả những gì bạn phải làm là nhấn cái nút.
Are you sure you want to be left alone?	Bạn có chắc là một ở lại một mình không.
Bill Gates is the founder of Microsoft.	Bill Gates là người sáng lập Microsoft.
Detroit is famous for its car industry.	Detroit nổi tiếng về ngành công nghiệp xe hơi.
Do you have anything else to say to me?	Cậu còn điều gì muốn nói nữa không?
Do you think you'd like to work for us?	Bạn có nghĩ là bạn làm việc với chúng tôi được không?
Greece can no longer pay off its debts.	Hy Lạp giờ đã không còn khả năng chi trả nợ quốc gia.
He donated $10,000 to the refugee fund.	Anh ấy đã quyên góp 10 nghìn Đô-la cho quỹ hỗ trợ người tị nạn.
He had hoped to succeed, but he didn't.	Anh ta đã từng hy vọng sẽ thành công, nhưng điều đó không thành hiện thực.
He is a waiter in a seaside restaurant.	Anh ấy là một bồi bàn trong một nhà hàng trên bờ biển.
He is a waiter in a seaside restaurant.	Anh ta là một nhân viên bồi bàn cho một nhà hàng ven biển.
He kept calm in the face of the danger.	Anh ấy giữ bình tĩnh khi đối mặt với nguy hiểm.
He left the room without saying a word.	Anh ta đã rời khỏi phòng mà không nói lời nào.
He was terribly poor when he was young.	Cậu ta rất nghèo lúc còn trẻ.
How do you pronounce "Wi-Fi" in French?	Bạn phát âm từ "WiFi" trong tiếng Pháp như thế nào?
I accept, but only under one condition.	Tôi chấp nhận, nhưng có một điều kiện.
I am not any more foolish than you are.	Tôi không ngu ngốc vì em nữa đâu.
I ate last night's leftovers for lunch.	Tôi đã ăn đồ tối qua cho bữa trưa.
I can get one of those any time I want.	Tôi có thể lấy một trong những cái đó bất kỳ khi nào tôi muốn.
I didn't know Mary was your girlfriend.	Tôi không biết Mary là bạn gái của bạn.
I didn't know Mary was your girlfriend.	Tôi đã không biết Mary là bạn gái của bạn.
I didn't know Tom was Mary's boyfriend.	Tôi không biết Tom là bạn trai của Mary.
I didn't know Tom was Mary's boyfriend.	Tôi không biết Tom là bạn trai Mary.
I didn't know that Tom used to do that.	Tôi không biết là Tom đã từng làm điều đó.
I didn't understand what was happening.	Tôi không hiểu chuyện gì đã xảy ra.
I don't know anybody here in this town.	Tôi không biết bất cứ ai ở thị trấn này.
I don't know how much more I can stand.	Tôi không biết có thể chịu được thêm đến đâu.
I don't know when Tom will leave Japan.	Tôi không biết khi nào thì Tom rời Nhật Bản.
I don't know when Tom will leave Japan.	Tôi không biết khi nào thì Tom sẽ rời Nhật Bản.
I don't know where to go or what to do.	Tôi không biết nên đi đâu hay làm gì.
I don't want to hear your lame excuses.	Tôi không muốn nghe những lời biện hộ củ chuối của cậu.
I have something to talk over with you.	Tôi có điều cần bàn với bạn.
I have to get home before it gets dark.	Tôi phải về nhà mỗi khi trời tối.
I met a student from America yesterday.	Tôi từng gặp một học sinh đến từ Mĩ ngày hôm qua.
I said that I didn't understand French.	Tôi nói là tôi không hiểu tiếng Pháp.
I still have to get rid of this carpet.	Tớ còn phải bỏ tấm thảm đi.
I think he makes money by selling fish.	Tôi nghĩ anh ấy kiếm tiền từ việc buôn bán cá.
I told Tom you already knew what to do.	Tôi nói với Tom là bạn đã biết mình cần phải làm gì.
I translated the poem the best I could.	Tôi đã dịch bài thơ này tốt nhất có thể.
I want to live in Boston or in Chicago.	Tôi muốn sống ở Boston hoặc là Chicago.
I was on a business trip all last week.	Tuần trước tôi đi công tác đấy.
I was surprised that you won the prize.	Tôi đã bất ngờ khi thấy bạn thắng giải đấy.
I was waiting for the bus at that time.	Lúc đó tôi đang chờ xe buýt.
I will help him no matter what you say.	Tôi sẽ giúp anh ta bất kể bạn nói gì.
I woke up with a headache this morning.	Sáng nay tôi tỉnh giấc vì cơn đau đầu.
I'd like to give you a piece of advice.	Tôi muốn cho bạn một lời khuyên.
I'll read a book while you're sleeping.	Tôi sẽ đọc sách trong lúc bạn đang ngủ.
I'll take my umbrella in case it rains.	Tớ mang ô đề phòng trời mưa.
I'll take my umbrella in case it rains.	Tớ mang ô phòng trời mưa
I'll take my umbrella in case it rains.	Tớ mang ô nhỡ trời mưa.
I'll walk your dog for you if you like.	Tôi sẽ dắt chó của bạn đi dạo nếu bạn muốn.
I'm happy to see you two getting along.	號
I'm not very good at remembering names.	Tôi không giỏi nhớ tên người khác lắm đâu.
I'm sorry if I made you feel unwelcome.	Tôi xin lỗi nếu làm bạn cảm thấy không được chào đón.
I'm sorry if I made you feel unwelcome.	Tôi xin lỗi nếu làm bạn cảm thấy không được hoan nghênh.
If it rains tomorrow, they will not go.	Nếu mai trời mưa thì họ sẽ không đi.
If you eat too much, you'll become fat.	Nếu bạn ăn quá nhiều, bạn sẽ béo lên.
If you see Tom, please tell him for me.	Nếu bạn gặp Tom, hãy nói với nó giúp tôi.
If you see Tom, please tell him for me.	Nếu mày gặp Tom, làm ơn nói nó giùm tao.
If you see Tom, please tell him for me.	Nếu mày thấy Tom, làm ơn nói nó giùm tao.
If you see Tom, please tell him for me.	Nếu bạn thấy Tom, xin kể cho anh ấy giúp tôi.
In my opinion, soccer is a great sport.	Theo ý tôi, đá banh là môn thể thao tuyệt vời.
Is it true that you can't speak French?	Có thật là bạn không biết nói tiếng Pháp không?
Is there anything else you want to ask?	Bạn còn câu hỏi gì không?
It is easy for me to solve the problem.	Quá dễ để tôi giải bài toán.
It is easy for me to solve the problem.	Quá dễ để tao giải bài toán.
It is easy for me to solve the problem.	Quá dễ để tôi giải quyết vấn đề.
It is easy for me to solve the problem.	Quá dễ để tao giải quyết vấn đề.
It looks like today will be a long day.	Hôm nay có lẽ sẽ là một ngày dài đây.
It turns out you were right about that.	Hoá ra cậu đã đúng về điều đó.
Leave me alone so I can get some sleep.	Để yên cho tôi ngủ một chút.
Let me know the days when you can come.	Bạn hãy cho tôi biết những ngày bạn có thể đến được.
Let's go outside and sit in the garden.	Chúng ta hãy đi ra ngoài và ngồi trong vườn.
Let's just sit here a while and listen.	Hãy ngồi đây một chút và lắng nghe.
Making model spaceships is interesting.	Làm mô hình tàu vũ trụ thật là thú vị.
My father will travel abroad next year.	Cha tôi sẽ đi du lịch nước ngoài vào năm sau.
My mom doesn't speak English very well.	Mẹ tôi nói tiếng Anh không giỏi lắm.
My mom doesn't speak English very well.	Mẹ tôi nói tiếng Anh không được giỏi cho lắm.
One man's meat is another man's poison.	Cái sướng của người này là nỗi khổ của người khác.
Recently we have had several disasters.	Gần đây chúng ta có rất nhiều thảm họa.
She gave birth to a daughter yesterday.	Cô ấy sinh bé gái hồi hôm qua.
She gave birth to a daughter yesterday.	Hôm qua, cô ấy đã sinh ra một bé gái.
She gave birth to a daughter yesterday.	Hôm qua, cô ấy đã sinh ra một đứa con gái.
She gave birth to a daughter yesterday.	cô ấy đã sinh ra một bé gái hồi hôm qua.
She told me his name after he had left.	Cô ấy đã nói cho tôi biết tên của anh ấy sau khi anh ấy rời đi.
She told me his name after he had left.	Sau khi anh ấy rời đi, cô ấy đã nói cho chúng tôi biết tên anh ấy.
Since I was tired, I went to bed early.	Vì tôi mệt mỏi, nên tôi đi ngủ sớm.
Something has happened to my right eye.	Mắt phải của tôi bị gì đó rồi.
Thank you for inviting me to the party.	Cảm ơn bạn vì đã mời tôi đến dự bữa tiệc này.
